nodo 1,nodo 2,distancia_minima
233,227,6.02111
233,228,6.02991
233,229,5.96663
233,230,6.39647
233,231,6.34333
233,232,6.11121
233,233,0
233,234,6.02671
233,235,5.90987
233,236,6.13261
233,331,8.68273
233,332,8.91991
233,446,8.73382
233,447,6.1161
233,448,6.14053
233,478,8.7712
233,557,8.74864
234,160,5.48433
234,161,2.78538
234,162,2.78646
234,163,2.96662
234,164,2.77547
234,165,2.72614
234,166,5.4333
234,167,3.04968
234,168,2.69106
234,169,2.843
234,203,5.53349
234,204,5.55729
234,205,5.72995
234,206,5.34706
234,207,5.57642
234,208,5.53577
234,209,5.55389
234,210,5.56849
234,211,5.78846
234,212,5.51937
234,213,5.52339
234,214,5.49015
234,215,5.43578
234,216,5.4387
234,217,5.50995
234,218,5.45548
234,219,5.7202
234,220,5.70548
234,221,5.36387
234,222,5.45692
234,223,5.51937
234,224,5.50207
234,225,5.48302
234,226,5.50452
234,227,5.44668
234,228,5.45548
234,229,5.32205
234,230,5.82204
234,231,5.7689
234,232,5.53678
234,233,6.02671
234,234,0
234,235,5.33544
234,236,5.23029
234,331,2.83354
234,332,3.07073
234,446,5.41995
234,447,5.21378
234,448,5.23821
234,478,5.38207
234,557,5.35951
235,160,5.36748
235,161,2.66854
235,162,2.66962
235,163,2.84978
235,164,2.65863
235,165,2.6093
235,166,5.52962
235,167,3.15607
235,168,2.79745
235,169,2.9494
235,203,5.41665
235,204,5.44045
235,205,5.6131
235,206,5.30038
235,207,5.52973
235,208,5.48908
235,209,5.50721
235,210,5.5218
235,211,5.74178
235,212,5.40252
235,213,5.40655
235,214,5.37331
235,215,5.38909
235,216,5.39202
235,217,5.39311
235,218,5.33864
235,219,5.60335
235,220,5.58863
235,221,5.31719
235,222,5.34008
235,223,5.40252
235,224,5.38523
235,225,5.36617
235,226,5.38768
235,227,5.32984
235,228,5.33864
235,229,5.27536
235,230,5.70519
235,231,5.65206
235,232,5.41994
235,233,5.90987
235,234,5.33544
235,235,0
235,236,5.33668
235,331,5.73748
235,332,5.97466
235,446,5.52634
235,447,5.32017
235,448,5.3446
235,478,5.48846
235,557,5.4659
236,160,5.48557
236,161,5.37808
236,162,5.37916
236,163,2.59156
236,164,5.36818
236,165,5.31884
236,166,5.27139
236,167,2.89785
236,168,2.53923
236,169,2.69117
236,203,5.53473
236,204,5.55854
236,205,5.71161
236,206,5.19523
236,207,5.42458
236,208,5.38394
236,209,5.40206
236,210,5.41665
236,211,5.63663
236,212,5.52061
236,213,5.52464
236,214,5.49139
236,215,5.28394
236,216,5.28687
236,217,5.5112
236,218,5.45672
236,219,5.72144
236,220,5.60355
236,221,5.21204
236,222,5.45816
236,223,5.52061
236,224,5.50331
236,225,5.48426
236,226,5.50576
236,227,5.44792
236,228,5.45672
236,229,5.17021
236,230,5.72011
236,231,5.66698
236,232,5.53802
236,233,6.13261
236,234,5.23029
236,235,5.33668
236,236,0
236,331,5.47925
236,332,5.71643
236,446,5.26811
236,447,5.06194
236,448,5.08637
236,478,5.23024
236,557,5.20768
237,237,0
237,238,3.21433
237,239,3.21411
237,240,3.04061
237,241,2.90805
237,242,3.21419
237,243,3.14307
237,363,6.56155
237,497,6.75408
237,498,9.97267
237,508,6.73093
237,509,6.14259
237,510,6.73188
237,511,6.60778
237,512,6.3841
237,513,6.72895
237,516,10.0727
237,521,16.5165
237,522,13.3072
237,536,6.24372
237,592,13.3202
237,597,6.67723
237,609,16.5165
237,626,6.58147
237,633,9.77555
238,237,3.21433
238,238,0
238,239,3.541
238,240,3.53813
238,241,6.12238
238,242,3.54101
238,243,6.3574
238,363,7.05907
238,497,3.54052
238,498,6.75911
238,508,3.51661
238,509,3.54081
238,510,3.52453
238,511,3.49121
238,512,3.53449
238,513,3.52237
238,516,10.0199
238,521,16.4636
238,522,13.2544
238,536,6.74124
238,592,13.2674
238,597,9.89155
238,609,16.4636
238,626,9.7958
238,633,12.9899
239,237,3.21411
239,238,3.541
239,239,0
239,240,3.53906
239,241,6.12216
239,242,3.54081
239,243,6.35718
239,363,7.06
239,497,3.53997
239,498,6.75856
239,508,3.51833
239,509,3.5406
239,510,3.51777
239,511,3.47987
239,512,3.53075
239,513,3.52327
239,516,10.0193
239,521,16.4631
239,522,13.2538
239,536,6.74216
239,592,13.2669
239,597,9.89134
239,609,16.4631
239,626,9.79558
239,633,12.9897
240,237,3.04061
240,238,3.53813
240,239,3.53906
240,240,0
240,241,3.41575
240,242,3.53835
240,243,3.31706
240,363,3.52094
240,497,7.07852
240,498,10.2971
240,508,7.05474
240,509,3.3671
240,510,7.05682
240,511,6.78176
240,512,6.55809
240,513,7.05311
240,516,10.2467
240,521,16.6905
240,522,13.4812
240,536,3.2031
240,592,13.4942
240,597,6.85121
240,609,16.6905
240,626,6.75546
240,633,9.94954
241,237,2.90805
241,238,6.12238
241,239,6.12216
241,240,3.41575
241,241,0
241,242,6.12224
241,243,6.05112
241,363,6.93669
241,497,9.66213
241,498,12.8807
241,508,9.63898
241,509,3.23454
241,510,9.63993
241,511,9.51583
241,512,9.29215
241,513,9.637
241,516,12.9807
241,521,19.4245
241,522,16.2153
241,536,6.61886
241,592,16.2283
241,597,9.58528
241,609,19.4245
241,626,9.48953
241,633,12.6836
242,237,3.21419
242,238,3.54101
242,239,3.54081
242,240,3.53835
242,241,6.12224
242,242,0
242,243,6.35726
242,363,7.05929
242,497,3.54017
242,498,6.75876
242,508,3.52044
242,509,3.54067
242,510,3.52609
242,511,3.48257
242,512,3.53262
242,513,3.51476
242,516,10.0195
242,521,16.4633
242,522,13.254
242,536,6.74145
242,592,13.2671
242,597,9.89141
242,609,16.4633
242,626,9.79566
242,633,12.9897
243,237,3.14307
243,238,6.3574
243,239,6.35718
243,240,3.31706
243,241,6.05112
243,242,6.35726
243,243,0
243,363,6.838
243,497,9.89715
243,498,10.1904
243,508,9.874
243,509,3.46956
243,510,9.87495
243,511,3.46471
243,512,3.24103
243,513,9.87202
243,516,6.92962
243,521,13.3734
243,522,10.1642
243,536,6.52016
243,592,10.1772
243,597,3.53415
243,609,13.3734
243,626,3.4384
243,633,6.63248
244,244,0
244,245,3.39952
244,246,3.1577
244,247,3.32921
245,244,3.39952
245,245,0
245,246,3.21715
245,247,3.38867
246,244,3.1577
246,245,3.21715
246,246,0
246,247,3.14685
247,244,3.32921
247,245,3.38867
247,246,3.14685
247,247,0
248,248,0
248,249,3.4384
248,357,6.92606
248,358,6.97806
248,359,6.97473
248,360,6.96591
248,361,6.96807
248,362,6.91105
248,376,10.3359
248,535,10.4458
248,591,10.2233
249,248,3.4384
249,249,0
249,357,3.48766
249,358,3.53965
249,359,3.53633
249,360,3.5275
249,361,3.52967
249,362,3.47264
249,376,6.89754
249,535,7.00737
249,591,6.78494
250,250,0
250,251,3.50681
250,252,3.54105
250,253,3.49456
250,254,3.54057
250,255,3.52327
250,256,3.42973
250,479,7.01599
250,480,6.65148
250,581,6.93912
250,627,9.86381
251,250,3.50681
251,251,0
251,252,3.53323
251,253,3.53972
251,254,3.54101
251,255,3.5025
251,256,3.37585
251,479,3.50918
251,480,3.35201
251,581,6.98429
251,627,6.56434
252,250,3.54105
252,251,3.53323
252,252,0
252,253,3.50599
252,254,3.53942
252,255,3.52327
252,256,3.4987
252,479,6.55497
252,480,3.33638
252,581,6.95055
252,627,6.54871
253,250,3.49456
253,251,3.53972
253,252,3.50599
253,253,0
253,254,3.53979
253,255,3.27403
253,256,3.50918
253,479,3.52783
253,480,3.2031
253,581,3.44456
253,627,6.41544
254,250,3.54057
254,251,3.54101
254,252,3.53942
254,253,3.53979
254,254,0
254,255,3.54033
254,256,3.51993
254,479,3.53729
254,480,3.39532
254,581,3.49456
254,627,6.60765
255,250,3.52327
255,251,3.5025
255,252,3.52327
255,253,3.27403
255,254,3.54033
255,255,0
255,256,3.32031
255,479,6.80187
255,480,6.47714
255,581,6.7186
255,627,9.68947
256,250,3.42973
256,251,3.37585
256,252,3.4987
256,253,3.50918
256,254,3.51993
256,255,3.32031
256,256,0
256,479,6.44033
256,480,3.22174
256,581,6.95374
256,627,6.43408
257,113,12.7631
257,114,15.329
257,115,15.246
257,116,12.2757
257,117,12.6142
257,118,9.41114
257,257,0
257,258,3.33
257,259,3.33
257,260,3.32534
257,261,3.33
257,262,2.9981
257,273,8.175
257,274,8.41217
257,275,5.53285
257,276,5.91704
257,277,11.1095
257,278,8.4186
257,279,8.45809
257,280,8.13754
257,299,18.526
257,305,13.9664
257,306,14.7566
257,307,14.5381
257,308,16.6031
257,309,14.578
257,310,16.7733
257,311,14.5513
257,312,11.284
257,313,14.7899
257,314,16.7741
257,315,16.623
257,316,14.6997
257,317,16.6542
257,318,13.9442
257,326,14.6997
257,364,12.7763
257,365,12.3015
257,366,12.5803
257,367,9.36798
257,380,14.7418
257,381,14.8202
257,382,14.599
257,383,14.2964
257,397,11.4746
257,398,8.59353
257,454,14.5547
257,455,16.5881
257,495,5.96612
257,500,5.59411
257,520,17.842
257,552,17.0855
257,553,18.0946
257,568,5.97988
257,582,17.8125
257,585,10.7246
257,589,6.16182
257,590,6.17537
257,598,5.97078
257,600,5.90341
257,601,5.88222
257,602,5.87235
257,603,6.13731
258,113,10.097
258,114,12.6628
258,115,12.5798
258,116,9.60946
258,117,9.94805
258,118,6.74495
258,257,3.33
258,258,0
258,259,5.12308
258,260,5.11842
258,261,5.12308
258,262,5.40141
258,273,5.50881
258,274,5.74598
258,275,2.86666
258,276,3.25085
258,277,8.44328
258,278,5.75241
258,279,5.7919
258,280,5.47135
258,299,15.8599
258,305,11.3002
258,306,12.0904
258,307,11.8719
258,308,13.9369
258,309,11.9118
258,310,14.1071
258,311,11.8852
258,312,8.61777
258,313,12.1238
258,314,14.1079
258,315,13.9568
258,316,12.0335
258,317,13.988
258,318,11.278
258,326,12.0335
258,364,10.1101
258,365,9.63534
258,366,9.91412
258,367,6.70178
258,380,12.0756
258,381,12.154
258,382,11.9328
258,383,11.6302
258,397,8.33529
258,398,5.27285
258,454,11.8885
258,455,13.9219
258,495,2.64544
258,500,2.92791
258,520,15.1758
258,552,14.4193
258,553,15.4284
258,568,2.65919
258,582,15.1463
258,585,8.05839
258,589,3.49563
258,590,3.50918
258,598,2.65009
258,600,2.58273
258,601,2.56154
258,602,3.20616
258,603,3.47111
259,113,10.097
259,114,12.6628
259,115,12.5798
259,116,9.60946
259,117,9.94805
259,118,6.74495
259,257,3.33
259,258,5.12308
259,259,0
259,260,5.11842
259,261,5.12308
259,262,5.40141
259,273,5.50881
259,274,5.74598
259,275,2.86666
259,276,3.25085
259,277,8.44328
259,278,5.75241
259,279,5.7919
259,280,5.47135
259,299,15.8599
259,305,11.3002
259,306,12.0904
259,307,11.8719
259,308,13.9369
259,309,11.9118
259,310,14.1071
259,311,11.8852
259,312,8.61777
259,313,12.1238
259,314,14.1079
259,315,13.9568
259,316,12.0335
259,317,13.988
259,318,11.278
259,326,12.0335
259,364,10.1101
259,365,9.63534
259,366,9.91412
259,367,6.70178
259,380,12.0756
259,381,12.154
259,382,11.9328
259,383,11.6302
259,397,8.33529
259,398,5.27285
259,454,11.8885
259,455,13.9219
259,495,2.64544
259,500,2.92791
259,520,15.1758
259,552,14.4193
259,553,15.4284
259,568,2.65919
259,582,15.1463
259,585,8.05839
259,589,3.49563
259,590,3.50918
259,598,2.65009
259,600,2.58273
259,601,2.56154
259,602,3.20616
259,603,3.47111
260,113,10.0923
260,114,12.6581
260,115,12.5751
260,116,9.6048
260,117,9.94339
260,118,6.74029
260,257,3.32534
260,258,5.11842
260,259,5.11842
260,260,0
260,261,5.11842
260,262,5.39675
260,273,5.50415
260,274,5.74132
260,275,2.862
260,276,3.24619
260,277,8.43862
260,278,5.74775
260,279,5.78724
260,280,5.46669
260,299,15.8552
260,305,11.2955
260,306,12.0858
260,307,11.8672
260,308,13.9323
260,309,11.9071
260,310,14.1024
260,311,11.8805
260,312,8.61311
260,313,12.1191
260,314,14.1033
260,315,13.9521
260,316,12.0289
260,317,13.9834
260,318,11.2733
260,326,12.0289
260,364,10.1054
260,365,9.63068
260,366,9.90946
260,367,6.69712
260,380,12.0709
260,381,12.1493
260,382,11.9281
260,383,11.6255
260,397,8.33063
260,398,5.26819
260,454,11.8838
260,455,13.9172
260,495,2.64078
260,500,2.92325
260,520,15.1712
260,552,14.4146
260,553,15.4237
260,568,2.65454
260,582,15.1416
260,585,8.05373
260,589,3.49097
260,590,3.50452
260,598,2.64544
260,600,2.57807
260,601,2.55688
260,602,3.2015
260,603,3.46646
261,113,10.097
261,114,12.6628
261,115,12.5798
261,116,9.60946
261,117,9.94805
261,118,6.74495
261,257,3.33
261,258,5.12308
261,259,5.12308
261,260,5.11842
261,261,0
261,262,5.40141
261,273,5.50881
261,274,5.74598
261,275,2.86666
261,276,3.25085
261,277,8.44328
261,278,5.75241
261,279,5.7919
261,280,5.47135
261,299,15.8599
261,305,11.3002
261,306,12.0904
261,307,11.8719
261,308,13.9369
261,309,11.9118
261,310,14.1071
261,311,11.8852
261,312,8.61777
261,313,12.1238
261,314,14.1079
261,315,13.9568
261,316,12.0335
261,317,13.988
261,318,11.278
261,326,12.0335
261,364,10.1101
261,365,9.63534
261,366,9.91412
261,367,6.70178
261,380,12.0756
261,381,12.154
261,382,11.9328
261,383,11.6302
261,397,8.33529
261,398,5.27285
261,454,11.8885
261,455,13.9219
261,495,2.64544
261,500,2.92791
261,520,15.1758
261,552,14.4193
261,553,15.4284
261,568,2.65919
261,582,15.1463
261,585,8.05839
261,589,3.49563
261,590,3.50918
261,598,2.65009
261,600,2.58273
261,601,2.56154
261,602,3.20616
261,603,3.47111
262,113,9.76505
262,114,12.3309
262,115,12.2479
262,116,9.27756
262,117,9.61615
262,118,6.41304
262,257,2.9981
262,258,5.40141
262,259,5.40141
262,260,5.39675
262,261,5.40141
262,262,0
262,273,5.17691
262,274,5.41407
262,275,2.53475
262,276,2.91894
262,277,8.11138
262,278,5.4205
262,279,5.46
262,280,5.13944
262,299,15.5279
262,305,10.9683
262,306,11.7585
262,307,11.54
262,308,13.605
262,309,11.5799
262,310,13.7752
262,311,11.5532
262,312,8.28587
262,313,11.7919
262,314,13.776
262,315,13.6249
262,316,11.7016
262,317,13.6561
262,318,10.9461
262,326,11.7016
262,364,9.7782
262,365,9.30344
262,366,9.58221
262,367,6.36988
262,380,11.7437
262,381,11.8221
262,382,11.6009
262,383,11.2983
262,397,8.47647
262,398,5.67369
262,454,11.5566
262,455,13.59
262,495,8.03753
262,500,2.59601
262,520,14.8439
262,552,14.0874
262,553,15.0965
262,568,8.05129
262,582,14.8144
262,585,7.72648
262,589,3.16372
262,590,3.17727
262,598,8.04219
262,600,7.97482
262,601,7.95363
262,602,2.87426
262,603,3.13921
263,263,0
263,264,3.20007
263,384,6.48409
264,263,3.20007
264,264,0
264,384,3.28402
265,190,5.73428
265,191,3.19408
265,265,0
265,266,2.77571
265,267,2.53174
265,268,2.59792
265,290,6.06962
265,625,6.10787
265,628,6.08664
265,630,6.01309
266,190,8.50998
266,191,5.96979
266,265,2.77571
266,266,0
266,267,5.30745
266,268,5.37362
266,290,8.84532
266,625,8.88357
266,628,8.86235
266,630,8.78879
267,190,8.26602
267,191,5.72582
267,265,2.53174
267,266,5.30745
267,267,0
267,268,5.12966
267,290,8.60136
267,625,8.63961
267,628,8.61838
267,630,8.54483
268,190,8.33219
268,191,5.792
268,265,2.59792
268,266,5.37362
268,267,5.12966
268,268,0
268,290,8.66753
268,625,8.70578
268,628,8.68456
268,630,8.61101
269,170,6.64371
269,171,10.0057
269,172,3.3332
269,173,6.64699
269,174,9.91105
269,175,9.7844
269,176,10.1444
269,177,6.69733
269,178,10.1096
269,179,9.96077
269,180,6.76917
269,181,6.68212
269,182,10.1248
269,183,6.68212
269,184,10.0883
269,195,6.85207
269,196,9.42037
269,197,9.88244
269,198,6.69131
269,199,6.67902
269,200,6.60635
269,201,3.41816
269,202,9.95528
269,269,0
269,270,3.21859
269,271,3.49968
269,272,3.51833
269,327,10.1378
269,333,6.52432
269,334,6.72939
269,335,6.7979
269,336,6.64042
269,337,6.77369
269,338,6.53026
269,339,6.43718
269,340,6.48391
269,341,6.76068
269,342,6.63991
269,343,6.54865
269,344,6.82207
269,345,6.78553
269,346,6.69733
269,347,5.9244
269,348,6.73522
269,379,8.53754
269,388,6.62691
269,442,6.72209
269,539,6.66901
270,170,6.71373
270,171,10.0757
270,172,3.40322
270,173,6.71701
270,174,9.98107
270,175,9.85442
270,176,10.2144
270,177,6.76734
270,178,10.1796
270,179,10.0308
270,180,6.71217
270,181,6.75214
270,182,10.1948
270,183,6.75214
270,184,10.1583
270,195,6.86363
270,196,9.3449
270,197,9.95245
270,198,6.76133
270,199,6.74903
270,200,6.53088
270,201,3.34269
270,202,9.8798
270,269,3.21859
270,270,0
270,271,3.51719
270,272,3.46132
270,327,10.0624
270,333,6.59434
270,334,6.74095
270,335,6.72984
270,336,6.71044
270,337,6.8437
270,338,6.60028
270,339,3.21859
270,340,6.40844
270,341,6.80051
270,342,6.56443
270,343,6.61867
270,344,6.89208
270,345,6.84039
270,346,6.71854
270,347,5.99441
270,348,6.65975
270,379,8.60756
270,388,3.40832
270,442,6.64662
270,539,6.59354
271,170,6.50164
271,171,9.8636
271,172,3.19112
271,173,6.50491
271,174,9.76898
271,175,9.64233
271,176,10.0023
271,177,6.55525
271,178,9.96753
271,179,9.8187
271,180,6.7409
271,181,6.54005
271,182,9.98273
271,183,6.54005
271,184,9.9462
271,195,6.71
271,196,9.29288
271,197,9.74036
271,198,6.54924
271,199,6.53694
271,200,6.47886
271,201,3.29067
271,202,9.82779
271,269,3.49968
271,270,3.51719
271,271,0
271,272,3.49005
271,327,10.0104
271,333,6.38225
271,334,6.58732
271,335,6.65583
271,336,6.49835
271,337,6.63161
271,338,6.38819
271,339,6.47181
271,340,6.35642
271,341,6.61861
271,342,6.51242
271,343,6.40657
271,344,6.67999
271,345,6.64345
271,346,6.55525
271,347,5.78232
271,348,6.60773
271,379,8.39547
271,388,6.92552
271,442,6.5946
271,539,6.54152
272,170,6.76624
272,171,10.142
272,172,3.46956
272,173,6.78335
272,174,10.0474
272,175,9.92076
272,176,10.2669
272,177,6.83368
272,178,10.246
272,179,10.0833
272,180,3.25085
272,181,6.81848
272,182,10.2612
272,183,6.81848
272,184,10.2108
272,195,6.98843
272,196,9.49227
272,197,10.0188
272,198,6.82767
272,199,6.81537
272,200,6.67824
272,201,3.49005
272,202,10.0272
272,269,3.51833
272,270,3.46132
272,271,3.49005
272,272,0
272,327,10.2097
272,333,6.66068
272,334,6.86575
272,335,6.8772
272,336,6.77678
272,337,6.91005
272,338,6.66662
272,339,3.18819
272,340,6.5558
272,341,6.89704
272,342,6.7118
272,343,6.68501
272,344,6.95843
272,345,6.92188
272,346,6.83368
272,347,6.06075
272,348,6.80711
272,379,8.6739
272,388,6.86965
272,442,6.79398
272,539,6.7409
273,113,14.942
273,114,17.5078
273,115,17.4248
273,116,14.4545
273,117,14.7931
273,118,11.5899
273,257,8.175
273,258,5.50881
273,259,5.50881
273,260,5.50415
273,261,5.50881
273,262,5.17691
273,273,0
273,274,2.93543
273,275,2.64215
273,276,2.7952
273,277,2.93447
273,278,2.93379
273,279,2.93561
273,280,2.65273
273,299,20.7049
273,305,8.48159
273,306,9.2718
273,307,9.0533
273,308,11.1183
273,309,9.09315
273,310,11.2884
273,311,9.06654
273,312,5.79916
273,313,9.30514
273,314,11.2893
273,315,11.1382
273,316,9.21491
273,317,11.1694
273,318,8.4594
273,326,9.21491
273,364,14.9551
273,365,14.4803
273,366,14.7591
273,367,11.5468
273,380,9.25698
273,381,9.33537
273,382,9.11415
273,383,8.81156
273,397,5.99327
273,398,5.88971
273,454,9.06987
273,455,11.1033
273,495,8.14493
273,500,7.77292
273,520,12.3572
273,552,11.6007
273,553,12.6098
273,568,8.15868
273,582,12.3277
273,585,5.23978
273,589,8.34063
273,590,8.35418
273,598,8.14958
273,600,8.08221
273,601,8.06103
273,602,8.05116
273,603,8.31612
274,113,15.1791
274,114,17.745
274,115,17.662
274,116,14.6916
274,117,15.0302
274,118,11.8271
274,257,8.41217
274,258,5.74598
274,259,5.74598
274,260,5.74132
274,261,5.74598
274,262,5.41407
274,273,2.93543
274,274,0
274,275,2.87932
274,276,5.73063
274,277,5.8699
274,278,3.53916
274,279,5.80456
274,280,3.2581
274,299,20.942
274,305,8.69556
274,306,9.48577
274,307,9.26726
274,308,11.3323
274,309,9.30712
274,310,11.5024
274,311,9.2805
274,312,6.01312
274,313,9.51911
274,314,11.5033
274,315,11.3521
274,316,9.42887
274,317,11.3834
274,318,8.67336
274,326,9.42887
274,364,15.1923
274,365,14.7175
274,366,14.9963
274,367,11.784
274,380,9.47094
274,381,9.54933
274,382,9.32811
274,383,9.02552
274,397,3.0624
274,398,3.54084
274,454,9.28383
274,455,11.3172
274,495,6.33604
274,500,6.61852
274,520,12.5712
274,552,11.8146
274,553,12.8237
274,568,6.3498
274,582,12.5417
274,585,5.84514
274,589,8.57779
274,590,8.59134
274,598,6.3407
274,600,6.27333
274,601,6.25214
274,602,8.28833
274,603,8.55328
275,113,12.2998
275,114,14.8656
275,115,14.7826
275,116,11.8123
275,117,12.1509
275,118,8.9478
275,257,5.53285
275,258,2.86666
275,259,2.86666
275,260,2.862
275,261,2.86666
275,262,2.53475
275,273,2.64215
275,274,2.87932
275,275,0
275,276,5.43735
275,277,5.57662
275,278,2.88575
275,279,2.92524
275,280,2.60469
275,299,18.0627
275,305,8.43355
275,306,9.22376
275,307,9.00525
275,308,11.0703
275,309,9.04511
275,310,11.2404
275,311,9.0185
275,312,5.75111
275,313,9.2571
275,314,11.2413
275,315,11.0901
275,316,9.16686
275,317,11.1214
275,318,8.41135
275,326,9.16686
275,364,12.313
275,365,11.8382
275,366,12.117
275,367,8.90463
275,380,9.20893
275,381,9.28732
275,382,9.0661
275,383,8.76351
275,397,5.94171
275,398,3.24756
275,454,9.02182
275,455,11.0552
275,495,5.50277
275,500,5.13076
275,520,12.3092
275,552,11.5526
275,553,12.5617
275,568,5.51653
275,582,12.2796
275,585,5.19173
275,589,5.69848
275,590,5.71203
275,598,5.50743
275,600,5.44006
275,601,5.41888
275,602,5.40901
275,603,5.67397
276,113,12.684
276,114,15.2498
276,115,15.1668
276,116,12.1965
276,117,12.5351
276,118,9.33198
276,257,5.91704
276,258,3.25085
276,259,3.25085
276,260,3.24619
276,261,3.25085
276,262,2.91894
276,273,2.7952
276,274,5.73063
276,275,5.43735
276,276,0
276,277,5.72968
276,278,5.729
276,279,5.73082
276,280,5.44794
276,299,18.4469
276,305,11.2768
276,306,12.067
276,307,11.8485
276,308,13.9135
276,309,11.8884
276,310,14.0836
276,311,11.8617
276,312,8.59436
276,313,12.1003
276,314,14.0845
276,315,13.9334
276,316,12.0101
276,317,13.9646
276,318,11.2546
276,326,12.0101
276,364,12.6971
276,365,12.2224
276,366,12.5012
276,367,9.28882
276,380,12.0522
276,381,12.1306
276,382,11.9094
276,383,11.6068
276,397,6.46306
276,398,3.40061
276,454,11.8651
276,455,13.8985
276,495,5.88696
276,500,5.51495
276,520,15.1524
276,552,14.3959
276,553,15.405
276,568,5.90072
276,582,15.1229
276,585,6.2704
276,589,6.08266
276,590,6.09622
276,598,5.89162
276,600,5.82425
276,601,5.80307
276,602,5.7932
276,603,6.05815
277,113,17.8764
277,114,20.4423
277,115,20.3593
277,116,17.3889
277,117,17.7275
277,118,14.5244
277,257,11.1095
277,258,8.44328
277,259,8.44328
277,260,8.43862
277,261,8.44328
277,262,8.11138
277,273,2.93447
277,274,5.8699
277,275,5.57662
277,276,5.72968
277,277,0
277,278,3.53555
277,279,5.87009
277,280,3.25449
277,299,23.6393
277,305,8.69195
277,306,9.48216
277,307,9.26366
277,308,11.3287
277,309,9.30351
277,310,11.4988
277,311,9.2769
277,312,6.00952
277,313,9.5155
277,314,11.4997
277,315,11.3485
277,316,9.42527
277,317,11.3798
277,318,8.66976
277,326,9.42527
277,364,17.8896
277,365,17.4148
277,366,17.6936
277,367,14.4813
277,380,9.46734
277,381,9.54572
277,382,9.32451
277,383,9.02192
277,397,3.05879
277,398,3.53988
277,454,9.28023
277,455,11.3136
277,495,6.33509
277,500,6.61757
277,520,12.5676
277,552,11.811
277,553,12.8201
277,568,6.34885
277,582,12.5381
277,585,5.84154
277,589,11.2751
277,590,11.2887
277,598,6.33975
277,600,6.27238
277,601,6.25119
277,602,10.9856
277,603,11.2506
278,113,15.1856
278,114,17.7514
278,115,17.6684
278,116,14.6981
278,117,15.0366
278,118,11.8335
278,257,8.4186
278,258,5.75241
278,259,5.75241
278,260,5.74775
278,261,5.75241
278,262,5.4205
278,273,2.93379
278,274,3.53916
278,275,2.88575
278,276,5.729
278,277,3.53555
278,278,0
278,279,3.54025
278,280,5.45514
278,299,20.9485
278,305,6.10992
278,306,6.90013
278,307,6.68162
278,308,8.74664
278,309,6.72148
278,310,8.91677
278,311,6.69487
278,312,3.42748
278,313,6.93347
278,314,8.91766
278,315,8.7665
278,316,6.84324
278,317,8.79775
278,318,6.08772
278,326,6.84324
278,364,15.1987
278,365,14.7239
278,366,15.0027
278,367,11.7904
278,380,6.8853
278,381,6.96369
278,382,6.74248
278,383,6.43988
278,397,6.37821
278,398,3.5392
278,454,6.69819
278,455,8.7316
278,495,6.33441
278,500,6.61689
278,520,9.98554
278,552,9.229
278,553,10.2381
278,568,6.34817
278,582,9.95602
278,585,2.8681
278,589,8.58422
278,590,8.59777
278,598,6.33907
278,600,6.2717
278,601,6.25051
278,602,8.29476
278,603,8.55971
279,113,15.225
279,114,17.7909
279,115,17.7079
279,116,14.7376
279,117,15.0761
279,118,11.873
279,257,8.45809
279,258,5.7919
279,259,5.7919
279,260,5.78724
279,261,5.7919
279,262,5.46
279,273,2.93561
279,274,5.80456
279,275,2.92524
279,276,5.73082
279,277,5.87009
279,278,3.54025
279,279,0
279,280,3.2592
279,299,20.9879
279,305,8.69665
279,306,9.48686
279,307,9.26836
279,308,11.3334
279,309,9.30822
279,310,11.5035
279,311,9.2816
279,312,6.01422
279,313,9.52021
279,314,11.5044
279,315,11.3532
279,316,9.42997
279,317,11.3845
279,318,8.67446
279,326,9.42997
279,364,15.2382
279,365,14.7634
279,366,15.0422
279,367,11.8299
279,380,9.47204
279,381,9.55043
279,382,9.32921
279,383,9.02662
279,397,3.06349
279,398,3.54103
279,454,9.28493
279,455,11.3183
279,495,6.33623
279,500,6.61871
279,520,12.5723
279,552,11.8157
279,553,12.8248
279,568,6.34999
279,582,12.5428
279,585,5.84624
279,589,8.62372
279,590,8.63727
279,598,6.34089
279,600,6.27352
279,601,6.25233
279,602,8.33425
279,603,8.59921
280,113,14.9045
280,114,17.4703
280,115,17.3873
280,116,14.417
280,117,14.7556
280,118,11.5525
280,257,8.13754
280,258,5.47135
280,259,5.47135
280,260,5.46669
280,261,5.47135
280,262,5.13944
280,273,2.65273
280,274,3.2581
280,275,2.60469
280,276,5.44794
280,277,3.25449
280,278,5.45514
280,279,3.2592
280,280,0
280,299,20.6674
280,305,5.82886
280,306,6.61907
280,307,6.40056
280,308,8.46559
280,309,6.44042
280,310,8.63571
280,311,6.41381
280,312,3.14643
280,313,6.65241
280,314,8.6366
280,315,8.48544
280,316,6.56218
280,317,8.5167
280,318,5.80666
280,326,6.56218
280,364,14.9176
280,365,14.4429
280,366,14.7217
280,367,11.5093
280,380,6.60424
280,381,6.68263
280,382,6.46142
280,383,6.15882
280,397,6.09715
280,398,3.25814
280,454,6.41713
280,455,8.45054
280,495,6.05335
280,500,6.33583
280,520,9.70448
280,552,8.94794
280,553,9.95703
280,568,6.06711
280,582,9.67496
280,585,2.58704
280,589,8.30316
280,590,8.31672
280,598,6.05801
